"PERIODO";"MES";"COD_ADUANA_TRAMITACION";"COD_TIPO_OPERACION";"COD_REGION_ORIGEN";"COD_VIA_TRANSPORTE";"COD_PUERTO_EMBARQUE";"COD_PUERTO_DESEMBARQUE";"COD_PAIS_DESTINO";"COD_MODALIDAD_VENTA";"MONEDA";"CLAUSULA_VENTA";"COD_TIPO_CARGA";"ITEM_SA";"FOB_US_DUSLEG";"FOBUS_AJUSTADO_IVV";"PESO_BRUTO_KG";"CANTIDAD_MERCANCIA";"COD_UNIDAD_MEDIDA"
2026;1;3;200;1;1;901;231;202;1;13;1;"F";"16023220";29501,08;29501,08;49508;47180;6
2026;1;3;200;1;1;901;232;202;1;13;1;"F";"16023220";14452,79;14452,79;24500;23500;6
2026;1;3;200;1;1;901;291;220;1;13;2;"R";"31059030";510450;510450;638500;625000;6
2026;1;3;200;1;1;901;292;220;1;13;2;"R";"31059010";85710;85710;150360;150000;6
2026;1;3;200;1;1;901;294;220;1;13;2;"R";"31059010";147750;147750;250600;250000;6
2026;1;3;200;1;1;901;413;336;1;13;1;"F";"02071430";45648,48;45648,48;21600;20448;6
2026;1;3;200;1;1;901;699;528;1;13;1;"R";"28342100";250879,58;250879,58;318968;312000;6
2026;1;3;200;1;7;957;231;202;1;13;5;"R";"63014000";144160;144160;51080;50790;6
2026;1;3;200;1;7;957;251;219;1;13;5;"R";"94062090";1800;1800;4453;4365;6
2026;1;3;200;1;7;957;251;219;1;13;7;"R";"25010090";5836;5836;108300;107800;6
2026;1;3;200;1;7;957;251;219;1;13;8;"R";"72044900";118290;118290;515000;515000;6
2026;1;3;200;1;7;957;251;219;3;13;7;"R";"25010090";16200;27432;408750;405000;6
2026;1;3;200;2;1;901;291;220;1;13;1;"R";"28012000";3487898,92;3487898,92;49996;48000;6
2026;1;3;200;2;7;957;242;218;1;13;3;"R";"36020020";79273,8;79273,8;7487,48;7203,6;6
2026;1;3;200;2;7;957;242;218;1;13;3;"R";"36020040";70013,73;70013,73;80598;79800;6
2026;1;3;200;2;7;957;242;218;1;13;3;"R";"36020090";20498,07;20498,07;8565,23;8074,46;6
2026;1;3;200;2;7;957;242;218;1;13;3;"R";"36032000";7838,99;7838,99;444;417;6
2026;1;3;200;2;7;957;251;219;1;13;3;"R";"28332910";274365;274365;21000;20250;6
2026;1;3;200;2;7;957;251;219;1;13;3;"R";"72043000";14280,3;14280,3;52890;52890;6
2026;1;3;200;2;7;957;251;219;1;13;3;"R";"84314320";23599,41;23599,41;796;781;6
2026;1;3;200;2;7;957;251;219;1;13;3;"R";"84314900";360399,14;360399,14;11500;8846,15;6
2026;1;3;200;2;7;957;251;219;1;13;5;"R";"39173210";6431,1;6431,1;3510;3510;6
2026;1;3;200;2;7;957;251;219;1;13;7;"F";"03024400";654;654;3627;2725;6
2026;1;3;200;2;7;957;251;219;1;13;7;"F";"03024511";7048;7048;32908;24025;6
2026;1;3;200;2;7;957;251;219;1;13;7;"F";"03028948";750;750;2080;1500;6
2026;1;3;200;2;7;957;251;219;1;13;7;"F";"03028999";71025;71025;155466;118375;6
2026;1;3;200;2;7;957;251;219;1;13;7;"R";"03024511";13125;13125;23750;17500;6
2026;1;3;200;2;7;957;251;219;1;13;7;"R";"28141000";92344,03;92344,03;62330;62330;6
2026;1;3;200;2;7;957;251;219;1;13;7;"R";"36034000";174000;174000;1342,5;996;6
2026;1;3;200;2;7;957;251;219;1;13;8;"R";"36020020";854941,15;854941,15;80427;77148;6
2026;1;3;200;2;7;957;251;219;1;13;8;"R";"36020040";195248,36;195248,36;36435,34;34584;6
2026;1;3;200;2;7;957;251;219;1;13;8;"R";"36032000";38307,44;38307,44;2220;2085;6
2026;1;3;200;2;7;957;251;219;9;13;6;"R";"36032000";26088;26088;743,51;613,07;6
2026;1;3;200;2;7;957;251;219;9;13;6;"R";"36034000";87707,5;87707,5;3908,82;3121,3;6
2026;1;3;200;2;7;957;252;219;1;13;3;"R";"84313910";28898,1;28898,1;5978;5498;6
2026;1;3;200;2;7;957;291;220;1;13;7;"R";"36034000";208600;208600;3434,38;2727,7602;6
2026;1;3;200;2;7;958;399;221;1;13;8;"R";"73269000";54000;54000;14563;13357;6
2026;1;3;200;3;7;957;251;219;1;13;7;"R";"03028948";16178;16178;24876;17976;6
2026;1;3;200;4;7;957;251;219;1;13;7;"R";"03028948";43000;43000;73300;53750;6
2026;1;3;200;5;7;957;251;219;1;13;2;"R";"27150000";248911,66;248911,66;275000;275000;6
2026;1;3;200;5;7;957;251;219;1;13;5;"R";"39259000";3471,24;3471,24;1725,54;1698,14;6
2026;1;3;200;5;7;957;251;219;1;13;7;"F";"08093010";27002;27002;20280;18720;6
2026;1;3;200;5;7;957;251;219;1;13;7;"F";"08093020";40669;40669;29038,75;26805;6
2026;1;3;200;5;7;957;251;219;1;13;7;"R";"73121010";183128;183128;37980;37080;6
2026;1;3;200;5;7;957;251;219;1;13;7;"R";"76041000";23933,6;23933,6;4760;4331,69;6
2026;1;3;200;5;7;957;251;219;1;13;7;"R";"84749090";380373,12;380373,12;82329,6;77529,6;6
2026;1;3;200;5;7;957;251;219;1;13;12;"F";"08093010";11136;11136;8448;7680;6
2026;1;3;200;5;7;957;251;219;1;13;12;"F";"08093020";22627;22627;16351,5;14865;6
2026;1;3;200;5;7;958;399;221;1;13;7;"R";"27150000";21736;21736;27950;26000;6
2026;1;3;200;5;7;958;399;221;1;13;7;"R";"33074990";5200;5200;1071,1;830,4;6
2026;1;3;200;5;7;958;399;221;1;13;7;"R";"34052000";2300;2300;1251,6;1068;6
2026;1;3;200;5;7;958;399;221;1;13;7;"R";"34059090";1024;1024;748,8;691,2;6
2026;1;3;200;5;7;958;399;221;3;13;7;"R";"08092919";7280;32032;17472;16016;6
2026;1;3;200;5;7;958;399;221;3;13;7;"R";"08093010";3584;9184;7616;7168;6
2026;1;3;200;6;7;957;251;219;1;13;7;"F";"08081029";46452;46452;41160;39102;6
2026;1;3;200;6;7;957;251;219;1;13;7;"F";"08081069";9408;9408;5880;5586;6
2026;1;3;200;6;7;957;251;219;1;13;7;"F";"08083040";29568;29568;23408;22176;6
2026;1;3;200;6;7;957;251;219;1;13;7;"F";"08083060";25344;25344;24288;21120;6
2026;1;3;200;6;7;957;251;219;1;13;7;"F";"08093010";204667;204667;132536;124288;6
2026;1;3;200;6;7;957;251;219;1;13;7;"F";"08093020";182360;182360;152864;143872;6
2026;1;3;200;6;7;957;251;219;1;13;7;"F";"08094019";182475;182475;138899,2;127360;6
2026;1;3;200;6;7;957;251;219;1;13;7;"F";"08105090";142971;142971;49920;44928;6
2026;1;3;200;6;7;957;251;219;1;13;7;"R";"08081069";32536;32536;24983;23240;6
2026;1;3;200;6;7;957;251;219;1;13;18;"F";"08081029";107369;107369;70560;67032;6
2026;1;3;200;6;7;957;251;219;1;13;18;"F";"08093010";41198;41198;23936;22528;6
2026;1;3;200;6;7;957;251;219;1;13;18;"F";"08093020";101292;101292;71808;67584;6
2026;1;3;200;6;7;957;251;219;1;13;18;"F";"08094019";26792;26792;25168;22880;6
2026;1;3;200;6;7;957;251;219;2;13;7;"F";"08083040";29056;29056;24336;22464;6
2026;1;3;200;6;7;957;251;219;4;13;7;"F";"08093010";113694;113694;73728;69120;6
2026;1;3;200;6;7;957;251;219;4;13;7;"F";"08093020";37864;37864;24576;23040;6
2026;1;3;200;6;7;957;251;219;4;13;7;"F";"08094019";8532;8532;6144;5760;6
2026;1;3;200;6;7;958;399;221;1;13;7;"R";"08081010";37485;37485;89250;85680;6
2026;1;3;200;6;7;958;399;221;1;13;7;"R";"08081029";3150,5;3150,5;7500;7200;6
2026;1;3;200;6;7;958;399;221;1;13;7;"R";"08081069";27699;27699;65950;63312;6
2026;1;3;200;6;7;958;399;221;1;13;7;"R";"08081099";11844,5;11844,5;26436;25308;6
2026;1;3;200;6;7;958;399;221;1;13;7;"R";"08092919";18388;18388;39031;32905;6
2026;1;3;200;6;7;958;399;221;1;13;7;"R";"08093010";2240;2240;7168;6720;6
2026;1;3;200;6;7;958;399;221;1;13;7;"R";"73261119";17080;17080;28000;28000;6
2026;1;3;200;6;7;958;399;221;3;13;7;"F";"08081010";13440;25536;33600;32256;6
2026;1;3;200;6;7;958;399;221;3;13;7;"F";"08092919";7175;34440;17220;14350;6
2026;1;3;200;6;7;958;399;221;3;13;7;"F";"08093010";11648;25312;24752;23296;6
2026;1;3;200;6;7;958;399;221;3;13;7;"R";"08081029";11267;11267;26825;25752;6
2026;1;3;200;6;7;958;399;221;3;13;7;"R";"08081069";9903;9903;23575;22632;6
2026;1;3;200;6;7;958;399;221;3;13;7;"R";"08092919";10720;47168;25728;23584;6
2026;1;3;200;6;7;958;399;221;4;13;7;"R";"08092919";45760;189171,84;100672;91520;6
2026;1;3;200;7;7;957;251;219;1;13;7;"F";"08081069";17061;17061;11115,5;10340;6
2026;1;3;200;7;7;957;251;219;1;13;7;"R";"06022041";101169,13;101169,13;16675;28930;10
2026;1;3;200;7;7;957;251;219;4;13;7;"F";"08093010";67374,8;67374,8;50792;48048;6
2026;1;3;200;7;7;957;251;219;4;13;7;"F";"08094019";30195;30195;21109;19998;6
2026;1;3;200;7;7;958;399;221;1;13;8;"R";"48109210";102214,7;102214,7;111716;107040;6
2026;1;3;200;7;7;958;399;221;3;13;7;"F";"08081010";10080;20160;25200;24192;6
2026;1;3;200;7;7;958;399;221;3;13;7;"R";"08081010";7090;13792,9;17562;16853;6
2026;1;3;200;7;7;958;399;221;3;13;7;"R";"08081029";890;1691;2136;2047;6
2026;1;3;200;7;7;958;399;221;3;13;7;"R";"08081070";2100;4200;5250;5040;6
2026;1;3;200;7;7;958;399;221;3;13;7;"R";"08092919";11440;11440;25168;22880;6
2026;1;3;200;8;7;957;251;219;1;13;1;"R";"44123900";11228,88;11228,88;7833,67;15,33;16
2026;1;3;200;8;7;957;251;219;1;13;1;"R";"44152000";59953,51;59953,51;27931,33;127794;10
2026;1;3;200;8;7;957;251;219;1;13;7;"R";"23099090";144848,75;144848,75;110437,8;108750;6
2026;1;3;200;8;7;958;399;221;1;13;7;"R";"16041912";236787,3;236787,3;100995;83131;6
2026;1;3;200;9;7;957;251;219;1;13;5;"R";"39211300";4462,8;4462,8;548,8;422,15;6
2026;1;3;200;9;7;957;251;219;1;13;5;"R";"63049300";309,64;309,64;38,08;29,29;6
2026;1;3;200;9;7;957;251;219;1;13;5;"R";"83022000";1920;1920;236,1;181,62;6
2026;1;3;200;9;7;957;251;219;1;13;5;"R";"94039100";1499,36;1499,36;184,38;141,83;6
2026;1;3;200;9;7;957;251;219;1;13;5;"R";"94039900";12110;12110;1489,18;1145,52;6
2026;1;3;200;9;7;957;251;219;1;13;5;"R";"94041000";4421,4;4421,4;543,7;418,23;6
2026;1;3;200;9;7;957;251;219;1;13;5;"R";"94042100";3355,2;3355,2;412,59;10;10
2026;1;3;200;9;7;957;251;219;1;13;5;"R";"94042900";16315,9;16315,9;2006,39;10;10
2026;1;3;200;10;7;958;399;221;1;13;7;"R";"13023910";21690;21690;1568;1500;6
2026;1;3;200;13;1;901;116;225;1;13;1;"R";"21069000";64986,85;64986,85;20700;20000;6
2026;1;3;200;13;1;901;180;225;1;13;5;"R";"15159090";68742;68742;5842;5130;6
2026;1;3;200;13;1;901;413;336;1;13;1;"F";"02071430";71852,67;71852,67;21675;20160;6
2026;1;3;200;13;1;901;444;331;1;13;1;"R";"12079990";35940,81;35940,81;10350;10000;6
2026;1;3;200;13;1;901;622;515;1;13;1;"R";"12079990";169045,65;169045,65;62100;60000;6
2026;1;3;200;13;1;901;899;405;1;13;5;"R";"12079990";56000;56000;20700;20000;6
2026;1;3;200;13;7;957;251;219;1;13;1;"R";"30049094";46430;46430;9010;8670;6
2026;1;3;200;13;7;957;251;219;1;13;1;"R";"38089299";51504,25;51504,25;16705,04;15816,08;6
2026;1;3;200;13;7;957;251;219;1;13;1;"R";"39172300";35;35;4;2,72;6
2026;1;3;200;13;7;957;251;219;1;13;1;"R";"39174030";20;20;30;20,66;6
2026;1;3;200;13;7;957;251;219;1;13;1;"R";"39191010";20;20;2;1,08;6
2026;1;3;200;13;7;957;251;219;1;13;1;"R";"40169390";34;34;16;15,23;6
2026;1;3;200;13;7;957;251;219;1;13;1;"R";"73269000";69,99;69,99;12;11,42;6
2026;1;3;200;13;7;957;251;219;1;13;1;"R";"84219900";81382,48;81382,48;3166,25;3085,19;6
2026;1;3;200;13;7;957;251;219;1;13;1;"R";"85444991";30;30;8,75;8,7;6
2026;1;3;200;13;7;957;251;219;1;13;2;"R";"30049094";18721,88;18721,88;3761;3621;6
2026;1;3;200;13;7;957;251;219;1;13;2;"R";"38089219";411870;411870;95015;86874;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"30067000";2873,76;2873,76;31,5;28,8;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"34013000";22319,5;22319,5;129;118;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"35069900";3975;3975;3750;3750;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"38029010";15560;15560;16120;16000;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"38140090";301,5;301,5;80;70;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"38244000";4130;4130;3080;3080;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"39073010";6824,94;6824,94;469;274;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"39073020";9249,06;9249,06;533;364;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"39100090";12160,5;12160,5;3068,25;2980,25;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"39174090";56930,59;56930,59;4233,12;4126,79;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"39199010";90,7;90,7;81;80,5;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"40012200";158415,68;158415,68;42708;38810;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"40021910";171065;171065;48750;45000;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"40092200";6217,23;6217,23;253;250;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"40094200";81140;81140;10241,64;10166,64;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"40169390";1498,35;1498,35;113;65;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"40169900";14245,88;14245,88;1023;756;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"44152000";135;135;300;15;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"59119000";62919,3;62919,3;7750;7189;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"63019000";13261,98;13261,98;1565;1450;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"68109900";17550;17550;22500;22500;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"72288010";49360,78;49360,78;14064;14064;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73029000";36467,68;36467,68;1935,21;1848;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73072900";804;804;1619,93;1583,6667;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73079100";63006,26;63006,26;4684,88;4567,21;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73181500";56103,64;56103,64;9581,8;8588,5;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73181600";6,15;6,15;1;1;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73182100";2316,73;2316,73;48;34;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73182200";4630,33;4630,33;863;757,8;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73182400";24,09;24,09;0,7;0,5;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73241000";1814,03;1814,03;80;70;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73242100";5370,76;5370,76;250;240;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"73269000";36095,43;36095,43;134;107,8;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"76129000";55948,81;55948,81;4840;4224;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"82071990";12190,71;12190,71;2147;2147;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84122100";129733,09;129733,09;2876;1;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84129000";633,15;633,15;3;2;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84137000";39767,85;39767,85;1530;2;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84139100";815440,48;815440,48;105610;96100,4;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84212100";46726,47;46726,47;1860;3;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84212990";14062,97;14062,97;1050;2;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84213190";7537,5;7537,5;320;6;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84283900";19863,79;19863,79;2228;17;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84313910";257074,13;257074,13;23313;20670,5;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84314320";415290,06;415290,06;74052,97;72438,3331;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84314390";58987,24;58987,24;4596;4534,6;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84716090";1882,37;1882,37;2;1;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84749090";10837,4;10837,4;540;390;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84798100";255198;255198;14806;1;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84798990";366960;366960;5403;1;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84818090";91120,34;91120,34;161;152,6;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84821090";939,67;939,67;3;5;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84829900";792,3;792,3;13,5;12,7;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84833010";1449,21;1449,21;108;6;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84833090";112847,88;112847,88;4133;23;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84835000";191029,15;191029,15;11700;2;10
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84839000";2775,49;2775,49;355;180;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"84879010";176,88;176,88;4;3;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"85030020";87677,4;87677,4;592;422,2;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"85030090";89233,15;89233,15;846;661,5;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"85365090";3003,52;3003,52;10;10;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"85371000";11380,69;11380,69;4;3;6
2026;1;3;200;13;7;957;251;219;1;13;3;"R";"85437090";11690,51;11690,51;240;1;10
2026;1;3;200;13;7;957;251;219;1;13;5;"R";"30049043";86314,39;86314,39;7731,03;7449,23;6
2026;1;3;200;13;7;957;251;219;1;13;5;"R";"30049092";42836,54;42836,54;963,3;865,3;6
2026;1;3;200;13;7;957;251;219;1;13;5;"R";"33049970";33865,56;33865,56;3550,65;3147,45;6
2026;1;3;200;13;7;957;251;219;1;13;5;"R";"33049990";11052;11052;537,2;475,8;6
2026;1;3;200;13;7;957;251;219;1;13;5;"R";"84818090";3796;3796;55,6;52;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"21039010";368549,9;368549,9;74210,69;70720;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"21039090";495,6;495,6;155,52;140;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"21069000";6214,04;6214,04;849,36;768;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"22030000";10726;10726;49122;45443,36;9
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"23080000";1960;1960;28000;28000;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"27150000";32000;32000;20840;20000;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"28141000";31747,03;31747,03;20950;20950;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"29122900";92,12;92,12;2,81;2;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"32089019";49762,82;49762,82;10393,14;7994,72;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"32129090";8465,14;8465,14;1767,97;1359,98;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"33021000";411186,27;411186,27;48807,52;44138,17;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"33029090";125999,48;125999,48;11339,32;10382,06;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"33051010";2103;2103;6933;6345;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"33059020";315;315;1015;945;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"33072010";57858;57858;8700,5;8326,5001;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"34011100";502;502;1783;1686,6;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"34039990";46,8;46,8;36,75;36;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"35061000";14927,43;14927,43;2818,68;1942,1449;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"35069120";10157,02;10157,02;3122,23;2151,299;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"38159000";16952,04;16952,04;3540,49;2723,46;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"38245000";28868,03;28868,03;12488,91;8605,196;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39169000";11050,52;11050,52;1597;1455;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39171010";4696,57;4696,57;104;81;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39172100";70008,9;70008,9;31168,56;31168,56;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39174090";44,8;44,8;8,33;6,4;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39201020";644,48;644,48;55;50;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39231090";84,5;84,5;8,33;6,4;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39232100";34925,62;34925,62;2875,64;2773,06;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39232900";7230,34;7230,34;592,17;571,54;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39233010";679,8;679,8;100;85;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39235010";2155;2155;61,32;47,4;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39239010";5303,64;5303,64;11882,4;11859,9;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39239090";3702;3702;8242;8242;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39262090";2772;2772;6,78;6,359;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"39269090";2640,7;2640,7;590,9;553,5539;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"40059100";4499,53;4499,53;50;45;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"40101200";67041,2;67041,2;13955;13172;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"42031000";6697,5;6697,5;239,28;224,1561;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"48191010";1460;1460;616;556;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"48211010";2522;2522;37,22;30,8;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"54060000";6780;6780;7500;7500;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"56075090";3586;3586;32600;32600;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"56081110";440;440;4000;4000;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"56081919";2997,6;2997,6;244;240;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"61052000";252;252;10,18;30;10
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"61161000";6780;6780;848,5;794,8793;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"62034290";930;930;20,36;60;10
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"62034300";978;978;20,37;60;10
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"64019200";1927;1927;27,84;82;17
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"64019900";95,6;95,6;1,36;4;17
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"64029990";413,28;413,28;6,11;18;17
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"64034000";7592,8;7592,8;70,61;208;17
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"64039100";1032,3;1032,3;12,56;37;17
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"73089000";67816;67816;24447,02;23208,8;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"73101010";2631;2631;14833;14833;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"73121010";601019;601019;129970;120848;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"73181400";4220;4220;625,45;617,45;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"73269000";7156,15;7156,15;1126,21;1092,4;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"74031900";6627,6;6627,6;488;471;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"76169990";810,5;810,5;486,72;367,9517;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"82041100";55,6;55,6;13,33;8;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"84184000";46870;46870;4860;36;10
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"84185000";7694;7694;1290;6;10
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"84213900";4200;4200;407,25;1200;10
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"84272093";238000;238000;26200;2;10
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"84283390";7560;7560;350;350;10
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"84295215";42000;42000;20900;1;10
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"84818090";22,2;22,2;16,66;12,8;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"85369090";3507,4;3507,4;376,6;367;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"85446090";2160;2160;13,2;13;6
2026;1;3;200;13;7;957;251;219;1;13;7;"R";"90258099";4600;4600;110;1;10
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"32041700";2392,79;2392,79;597;540;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"32089029";6906,12;6906,12;1830;1653;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"32149000";6783,41;6783,41;475,26;301,9028;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"32151100";6610,72;6610,72;1320;1200;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"32151900";169932,5;169932,5;54312;50929;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"38249941";132643,57;132643,57;23256;21480;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"39202020";6293,81;6293,81;62,03;60,719;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"39206290";18522,2;18522,2;172,03;168,394;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"39232100";68220;68220;9084;7346;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"39235010";37,09;37,09;86,74;55,0973;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"39269090";905,58;905,58;20677;20239,6654;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"40091100";2412,6;2412,6;14,84;11,2;6
2026;1;3;200;13;7;957;251;219;1;13;8;"R";"40093100";680,06;680,06;61,55;46,46;6
